new_org_id;organisationName;organisationShortName;organizationUrl;REGION_Level_NUTS_3;country;street;city;postCode;provincia
df2bbce1c3a91320020110d4cbcb6e20;AKYUZ PLASTIK SANAYI VE TICARET AS;AKYUZ;http://www.akyuz.com.tr;;TR;ISTOC 32 ADA;IKITELLI - ISTANBUL;;
a6cfb4410a52ba6a16a8cb12540e0f27;AKZO NOBEL CHEMICALS BV;AKZO NOBEL;http://www.akzonobel.com;;NL;STATIONSPLEIN;AMERSFOORT;;
a0abf4993018a6ded1c103774eed7ebe;AKZO NOBEL COATINGS S A;;;;FR;Rue Jules Uhry;THIVERNY;;
965402643af4d82aa70a9e3891d2593e;AKZO NOBEL DECO GMBH;AKZO NOBEL;http://www.sikkens-joinery.de;;DE;VITALISSTRASSE 198-226;KOLN;;
8bbf5c94e1d6694629d8282803a82f5f;AKZO NOBEL INDUSTRIAL CHEMICALS B V;AKZONOBEL;;;NL;Stationsstraat;Amersfoort;;
ebc8ecfb13a85d895e50b067c1c0bcb6;AL BAATH UNIVERSITY;;http://www.baath-shern.net;;SY;DAMASCOUS STR 16;HOMS;;
73d269d033cdf218de9cbfa79ba97e47;AL P A S SRL;ALPAS;http://www.alpas.eu;;IT;Strada Statale 10 Padana Ovest Zona Industriale;SOLERO;;AL
0d4b1150b66e75bb8ad671707ee92a09;AL QUDS UNIVERSITY;;http://www.alquds.edu;;PS;Abu Dies, West Bank P.O.B: 20760 jerusalem;ABU DIS;;
575f3f7cb8adfe3fa15fe01d17fdba7a;ALA ORTHO SRL;ALA ORTHO;http://www.alaortho.com;;IT;Via Dell'Innovazione;MILANO;;MI
c74f3c4d8a7a822ca0f8cc1ea5a6782c;ALAN & CO;;;;BE;Quai de la Vesdre 9;VERVIERS;;
02c7e6faad3be78565e1cc219b9cb502;ALAN AULD GROUP LIMITED;ALAN AULD LTD;http://www.alanauld.co.uk;;UK;SOUTH PARADE 1;DONCASTER;;
bff7ff5b1e9ef4249547c1d1911c4ad0;ALAN COAR S A;ALAN COAR;http://www.alancoar.com;;ES;CALLE ALCALDE ALBORS 16;VALENCIA;0;
0605fb8a2786735b9d903fdcaebace01;ALAN HARPER COMPOSITES;AHC;http://www.rtmharper.com;;UK;LOWER PORT VIEW 8;SALTASH;;
13845ac73f9c6add059b628b4e9da3c4;ALAN HARPER COMPOSITES LTD;AHC LTD;http://www.alanharpercomposites.com;;UK;GLISTON ROAD GWEL AVON BUSINESS PARK 4;SALTASH CORNWALL;0;
fd62d40ec8abf7b8dbbee12ee22a6278;ALANA TOKAJ MEZOGAZDASAGI BORASZATI KORLATOLT FELELOSSEGU TARSASAG;ALANA-TOKAJ;http://www.alana-tokaj.com;;HU;DAMJANICH U;GYONGYOSTARJAN;;
af6e44a4d869e1e804eb0ae9c7e776c5;ALANTUM EUROPE GMBH;ALANTUM;http://www.alantum.com;;DE;LYONEL FEININGER STRASSE 28;MUENCHEN;;
c277f2601b79272697f3172fb5fea21d;ALARIS INFORMATIONSMANAGEMENT GESELLSCHAFT M B H;ALARIS;http://www.alaris.at;;AT;Meldemannstrasse;VIENNA;;
185d02ef4fa69373b5917a6dd1317955;ALASIA FRANCO VIVAI SOCIETA SEMPLICE;ALASIA;http://www.alasiafranco.it;;IT;STRADA SOLERETTE 5A;SAVIGLIANO;;CN
8002a8fcd400208d267895d73851475f;ALASIA NEW CLONES S R L;;;;IT;Via Cambiani 14;SAVIGLIANO;;CN
76d667735eec5f353d3fae88ab7ffeef;ALATEX GMBH;;http://www.alatex.de;;DE;GUSTAV WAYSS STRASSE 32;EMSDETTEN;;
d419c8cda07ae23f2fd28bbe8fed1600;ALB VAN GOOL R&D;ALB.V.GOOL;;;NL;TUBANTIASTRAAT 43A;ENSCHEDE;;
5c0782761cb3beae5a32e323506a6448;ALBA ULTRASOUND LIMITED;AUS;http://www.albaultrasound.co.uk;;UK;WEST OF SCOTLAND SCIENCE PARK, TODD CAMPUS UNIT 1, BLOCK 3;GLASGOW;;
5ef2a3f460f0686eb4ecfbad5b4043ab;ALBATROS MARINE TECHNOLOGIES SL;AMT;http://www.albatrosmt.com/;;ES;CALLE GREMI FERRERS 30 LOCAL 4;PALMA DE MALLORCA;;
4e6425af9ff74705a593ce8f1343ca4c;ALBATROZ  ENGENHARIA, INVESTIGACAO, DESENVOLVIMENTO E INOVACAO SA;ALB;http://www.albatrozeng.com;;PT;RUA DA SENHORA DO MONTE 32 / 6;LISBOA;;
9b9be232c276deda9bb4df9b173d22fd;ALBERDI MEKANIZATUAK SL;ALBERDI;http://www.alberdimek.com;;ES;CARRETERA URRATEGI;AZKOITIA;;
3c743f1d771f80955f63eea943c4d76a;ALBERT B SABIN VACCINE INSTITUTE INC;SABIN VACCINE INSTIT;http://www.sabin.org;;US;PENNSYLVANIA AV NW SUITE 7100 2000;WASHINGTON DC;;
c54a0a2d93dc594a6fc6c48296c642b3;ALBERTA INNOVATES  TECHNOLOGY FUTURES;;http://www.albertainnovates.ca;;CA;Karl Clark Road 250;EDMONTON;;
14f4a6b112bb043745da89429d40a852;ALBERTO MORA GALIANA SA;OMAR;;;ES;AVENIDA ALICANTE 14;SILLA VALENCIA;;
6dbee12f9e2ef6d29eb0a734367fe0d5;ALBUTEC GMBH;ALBUTEC;http://www.albutec.de;;DE;SCHILLINGALLEE 68;ROSTOCK;;
54b379c228a0421bbe5e37a72aff454e;ALCAN CENTRE DE RECHERCHES DE VOREPPE;ALCAN;http://www.alcan.com;;FR;Rue Aristide Berges 725 Parc Economique Centr'Alp;VOREPPE;;
9e0b3125bf7bbfe7549f1d1eeff91543;ALCATEL  LUCENT FRANCE SA;ALF;;;FR;AVENUE OCTAVE GREARD 3;PARIS;75007;
eb97801f1371840ab5a2b92c9606f4b0;ALCATEL LUCENT INTERNATIONAL SAS;ALU-I;http://www.alcatel-lucent.com;;FR;AVENUE OCTAVE GREARD 3;PARIS;;
983d5126c39b60ddd66cc94ad441e572;ALCATEL LUCENT NEDERLAND BV;ALUNL;;;NL;Antareslaan 1;Hoofddorp;2132 JE;
3ab3c60eabe8aeed576705969f7b3f86;ALCATEL THALES III V LAB;III-V LAB;http://www.3-5lab.fr;;FR;ROUTE DE NOZAY;MARCOUSSIS;;
ab3c1593c9b5d7eb7c6b7132103392e4;ALCE CALIDAD S L;ALCE;;;ES;POLIGONO DE SILVOTA;LLANERA;;
b92582cd115c2b639a5146f76f757459;ALCEA AZIENDA LOMBARDA COLORI E AFFINI SRL;ALCEA;;;IT;Via Piemonte 18;SENAGO;;MI
f88b551470461f00a646a7042ddabbbd;ALCEA FRANCE EURL A CAPITAL VARIABLE;ALC;;;FR;ZI LES JONCS;TOURNUS;;
036cbc9a675e0b9913935b56ecaafe3e;ALCEDIS GMBH;ALCEDIS;;;DE;WINCHESTERSTRASSE 2;GIESSEN;;
6293912dcab56d87929bc159d1741647;ALCHEMIA NOVA OG  INSTITUTE FOR INNOVATIVE PHYTOCHEMISTRY & CLOSED LOOPPROCESS;ALCHEMIA;http://www.alchemia-nova.net;;AT;BAUMGARTENSTRASSE 93;WIEN;;
66c89a996bd8aa8308e420c61e5a64b2;ALCIMED;ALCIMED;http://www.alcimed.com;;FR;BOULEVARD DE MONTMORENCY;PARIS;;
c5bff39c48e36e75874060848b6b28d5;ALCOA EUROPE COMMERCIAL SAS;ALCOA;;;FR;RUE DU MOULIN DE CAGE 68/78;GENNEVILLIERS;;
685ae80285c8e1eeb474d6320e84e18a;ALCOM OPTIKA DOO;ALCOM IVAN ALJANCIC;http://www.alcom.info;;SI;PARTIZANSKA CESTA;KRANJ;;
58f238a5f2c07cedd433ec900f84a39b;ALCON DIAZ CONSULTING SARL;ALCON;;;FR;RUE GALVANI 4;PARIS;;
e0bfdfe6eb2d04cd437660202ab40127;ALCON MANAGEMENT SA;ALCON MANAGEMENT SA;http://www.alcon.com;;CH;AVENUE LOUIS CASAI 58;COINTRIN;;
7d850f4af01421b1bcf91647b10e5ab0;ALCTRA;ALCTRA;;;FR;boulevard Henri Barbusse 60;MONTREUIL;;
9366d334ce8e4992dcefb33354411ae0;ALCUFER IPARI KERESKEDELMI ES SZOLGALTATO KORLATOLT FELELOSSEGU TARSASAG;ALCUFER KFT;http://www.alcufer.hu;;HU;MESZAROS LORINC UTCA;GYOR;;
740b07ecaa5229ae05f78c09f2d12af3;ALCYOMICS LTD;ALC;http://www.alcyomics.com;;UK;BULMAN HOUSE REGENT CENTRE;NEWCASTLE UPON TYNE;;
253659f0bdbffce385bd8a7c4fadf564;ALD VACUUM TECHNOLOGIES GMBH;ALD VACUUM;http://www.ald-vt.de;;DE;WILHELM ROHN STRASSE;HANAU;;
4865d2d6ae13e2edf497228e3ba22b67;ALDAGOT;;;;BG;Lomsko shose Str 95;KOSTINBROD;;
49706046ecfbf695ce21e05d1cd3df97;ALDEBARAN MARINE RESEARCH & BROADCAST INH FRANK SCHWEIKERT EK;ALDEBARAN;http://www.aldebaran.org;;DE;DEICHSTRASSE;HAMBURG;;
7b392ac765df376db216b6f1fc0a7fca;ALDES SPA;ALDES;;;IT;Via Gran Bretagna;MODENA;;MO
5d28ee5970e0aee604d16e59b41a2863;ALDEVRON FREIBURG GMBH;GVC;http://www.genovac.com/;;DE;WALTERSHOFENER STRASSE;FREIBURG;;
f90b02e8fee41aee554bebed922f15a6;ALEA INNOVACIONES TECNOLOGICAS, SL;ALEA;http://www.aleaexperience.com;;ES;CALLE SANCHIS ALBELLA 4 1 A;BURRIANA CASTELLON;;
8884fd8a27651d2c203153684422bbd3;ALEACIONES DE METALES SINTERIZADOS;AMES;;;ES;CTRA LAUREA MIRO 388;SANT FELIU LLOBREGAT;;
59cc3994e3776133268d3743c8a8d437;ALEKSANDRO STULGINSKIO UNIVERSITETAS;LZUU;http://www.lzuu.lt/pradzia/lt;;LT;STUDENTU G 11;KAUNAS;;
dabc79e5881b0dabce2ffc59f13aeeac;ALEMANY SALUDES ASOCIADOS SL;ASA;;;ES;AV ALFONSO EL SABIO 9;ALICANTE;;
04ebcf628b3204935a01880561437328;ALENCO NV;ALENCO NV;http://www.alenconv.com;;BE;KRUISHOEFSTRAAT 50;DILSEN-STOKKEM;;
2786d2e5846205b97f63ebe611e17af1;ALENER SOLAR SL;ALENER;http://www.alener.es;;ES;CARRETERA DE LA ESCLUSA 11;SEVILLA;;
97fe8c389e2094743892e0198ee7abd1;ALENIA AERMACCHI SPA;AAEM;http://www.aermacchi.it;;IT;VIA ING PAOLO FORESIO 1;VENEGONO SUPERIORE VA;;VA
1ce682c33cdc9724ed7d11320b7cc607;ALENIA AERONAUTICA SPA;ALA;http://www.finmeccanica.com;;IT;Viale dell'Aeronautica snc;POMIGLIANO D'ARCO (NA);;NA
a81b435af227af70361dfaa079e71b89;ALENIA SIA SPA;ASIA;http://www.aleniasia.it;;IT;STRADA DEL LIONETTO 6;TORINO;;TO
86bbdc9370c234bf5ae1416483420f3f;ALENTO AG;ALENTO;http://www.alento.ch;;CH;ESPENSTRASSE;WIDNAU;;
e841a8694cd7a9c774d914e3006045bb;ALEOR SAS;ALEOR;;;FR;RUE DU MOULIN A MER 3BIS;LEZARDRIEUX;;
720ccfaac54cbf17f5331f4b7c981241;ALEPH SRL;ALP;;;IT;VIA PIERLUIGI DA PALESTRINA 28 R;FIRENZE;;FI
a089241a5277f66a6b101f5c91a99ab3;ALEPPO UNIVERSITY;ALEPPO;http://www.aleppouniversity.com;;SY;ALEPPO UNIVERSITY;Aleppo;12212;
542a619277d96a0946111ef4889c6c92;ALERE TECHNOLOGIES GMBH;;;;DE;Loebstedter Str. 103-105;JENA;;
4a7d9877c0828cb6af8442b83d670424;ALERGENETICA SL;AG;http://alergenetica.com;;ES;CALDERON DE LA BARCA;SANTA CRUZ DE TENERIFE;;
b78557692e08766ab55c95c60798a5d3;ALESAMONTI SRL;ALESAMONTI;http://www.alesamonti.com;;IT;Via Oltrona;BARASSO;;VA
f6146aff9f8fdd226099e916c95549b4;ALESCO GMBH & CO KG;ALESCO;http://www.alesco.net;;DE;SCHONTHALER STRASSE 55;LANGERWEHE;;
cee212c498caadf4a39ed6f092261737;ALESUND KUNNSKAPSPARK AS;ASP;http://www.aakp.no;;NO;BORGUNDVEGEN 340;ALESUND;;
4d6bcf7655d9ca29fc956a97e9b78977;ALEVINES Y DORADAS SA;ADSA;;;ES;PROLONGACION BENTEJUI;SAN BARTOLOME DE TIRAJANA;;
f2b1bdd857b35a1cb31a2fd4c14ab795;ALEXANDER DENNIS LIMITED;ADL;;;UK;Glasgow Road 91;FALKIRK;;
a9e1d40b7f18a44b0cd1a2089afa1337;ALEXANDER VON HUMBOLDT STIFTUNG;;;;DE;;;;
529c00ab1032fcbda881d469824c1965;ALEXANDRIA UNIVERSITY;ALEXANDRIA UNIVERSIT;http://www.alex.edu.eg;;EG;EL GEISH STREET 22;Alexandria;;
e27f0f4a598f86298af73d7056767555;ALEXANDRU IOAN CUZA UNIVERSITY OF IASI;;http://www.uaic.ro;;RO;Boulevard Carol I, nr 11;IASI;;
fc7ee1075550f80ebd6e561c128ca661;ALEXIR PACKAGING LIMITED;ALEXIR;http://www.alexir.co.uk;;UK;ENTERPRISE WAY;EDENBRIDGE;;
20088c3c9a568f7c463d4ec2153b0080;ALFA BETA ROTO A B E E;ALFABETAROTO;http://www.alfabetaroto.com;;EL;VIOMIXANIKI PERIOHI (VI. PE.) KOMOTINIS;KOMOTINI;;
303f856c8b5e6bff274fc78ae1618759;ALFA LAVAL COPENHAGEN A/S;AL;;;DK;MASKINVEJ 5;SOEBERG;;
d119e9c2890c1b6771d76dbdbcac3574;ALFA LAVAL PACKINOX SAS;ALP;http://www.alfalaval.com;;FR;RUE DE BASSANO 14;PARIS;;
3ea40701176a240a3108f6c20a1cd3f1;ALFA LAVAL VICARB SAS;ALV;;;FR;RUE DU RIF TRONCHARD 1;FONTANIL;200;
666f2cc1ad608810936f416a266bcd6e;ALFA MARIN TECHNIKH SYMVOULEYTIKH MELETON KAI ERGON EPE;AMC;http://www.alphamrn.gr;;EL;ODOS SKOUZE 26;PEIRAIAS;;
a27d23d3a71ea14687a17a325e238232;ALFA POLIMER INOVASYON PLASTIK SANAYI VE TICARET AS;ALFA;http://www.alfaplastik.com.tr;;TR;NAZIM HIKMET CADDESI 26 - AKSE MAHALLESI CAYIROVA;KOCAELI;;
c442ba9206666ca181e71e7255363d82;ALFA PRODUCTS AND TECHNOLOGIES;APT;;;BE;Troonstraat;;;
ba1492de6507b9f0ec5eb7692a8f58c1;ALFAMA  INVESTIGACAO E DESENVOLVIMENTO DE PRODUTOS FARMACEUTICOS, LDA;;;;PT;Av. da Republica, Quinta do Marques, Estacao Agronomica Nacional IBET/ITQB, Lab.7.14;OEIRAS;;
969846450;BANG & OLUFSEN AS;B&OA;;DK041;DK;PETER BANGS VEJ 15;STRUER;7600;
999823815;BANGOR UNIVERSITY;BANGOR;;UKL12;UK;COLLEGE ROAD;BANGOR;LL57 2DG;
999886574;BAR ILAN UNIVERSITY;BIU;;IL;IL;BAR ILAN UNIVERSITY CAMPUS;RAMAT GAN;52900;
999655520;BARCELONA SUPERCOMPUTING CENTER  CENTRO NACIONAL DE SUPERCOMPUTACION;BSC;;ES511;ES;CALLE JORDI GIRONA 31;BARCELONA;8034;
999927023;BARCO NV;BARCO;;BE254;BE;PRESIDENT KENNEDYPARK 35;KORTRIJK;8500;
958880406;BARILLA G E R FRATELLI SPA;BARILLA;;ITH52;IT;VIA MANTOVA 166;PARMA;43122;PR
997416566;BARNSLEY METROPOLITAN BOROUGH COUNCIL;BMBC;;UKE31;UK;TOWN HALL;BARNSLEY;S70 2TA;
999609445;BARTENBACH LICHTLABOR GMBH;BLL;;AT332;AT;RINNER STRASSE 14;ALDRANS;6072;
995981645;BARTLOMIEJ MARCIN STANCZYK;ACCREA;;PL314;PL;ul. Hiacyntowa;Lublin;20-143;
954441395;BASE STRUCTURES LTD;BASE;;UKK11;UK;FEEDER ROAD UNIT A ST VINCENTS TRADING ESTATE;BRISTOL;BS2 0UY;
953476051;BASELABS GMBH;BASELABS;;DED11;DE;EBERTSTRASSE;CHEMNITZ;9126;
999647566;BASEN OY;BASEN;;FI1B1;FI;SALMISAARENAUKIO;HELSINKI;180;
951685722;BASHO TECHNOLOGIES LIMITED;BASHO;;UKI12;UK;RIVINGTON STREET 61;LONDON;EC2A 3QQ;
990039910;BATOP GMBH;BAT;;DEG03;DE;WILDENBRUCHSTRASSE;JENA;7745;
999658624;BAUDIREKTION URI;BAUDIREKTION;;CH062;CH;KLAUSENSTRASSE 2;ALTDORF;6460;
969251549;BAUER MASCHINEN GMBH;BMA;;DE21I;DE;BAUER STRASSE;Schrobenhausen;86522;
999894722;BAUHAUS UNIVERSITAET WEIMAR;;;DEG05;DE;GESCHWISTER SCHOLL STRASSE 8;WEIMAR;99423;
991656512;BAUUNION 1905;BAUUNION;;DED27;DE;AM STAHLWERK;GRODITZ;1609;
999580054;BAYERISCHE AKADEMIE DER WISSENSCHAFTEN;BADW;;DE212;DE;ALFONS-GOPPEL-STRASSE 11;MUENCHEN;80539;
999571906;BAYERISCHE STAATSBIBLIOTHEK;BSB;;DE212;DE;LUDWIGSTRASSE 16;MUNCHEN;80328;
951455541;BAYERISCHER RUNDFUNK;BR;;DE212;DE;RUNDFUNKPLATZ;MUNCHEN;80335;
999637769;BAYERISCHES STAATSMINISTERIUM DES INNERN;;;DE212;DE;ODEONSPLATZ 3;MUENCHEN;80539;
955072380;BBT MATERIALS PROCESSING SRO;BBT;;CZ010;CZ;DOUBICKA;PRAHA;184 00;
997173678;BE INFORMED B V;BE INFORMED;;NL221;NL;DE LINIE;APELDOORN;7325 DZ;
955259881;BE WAN SPRL;BEWAN;;BE310;BE;AVENUE DES DAUPHINS 13;WATERLOO;1410;
968729301;BEARINGPOINT INFONOVA GMBH;INFONOVA;;AT221;AT;SEERING 6;UNTERPREMSTATTEN;8141;
998207019;BEIHANG UNIVERSITY;BUAA;;CN;CN;XUE YUAN ROAD;BEIJING;100083;
991700065;BEIJING FRANCE TELECOM R&D COMPANYLIMITED;FTB;;CN;CN;KEXUEYUAN NANLU;BEIJING;100190;
996874724;BEIJING SOFTWARE ENTERPRISE ADVISORY CENTER;BSEAC;;CN;CN;NORTH CHAOYANGMEN AVE., TIMESON TOWER;BEIJING;100020;
999579763;BEIJING UNIVERSITY OF POSTS AND TELECOMMUNICATIONS;BUPT;;CN;CN;XU TU CHENG ROAD , HAI DIAN DISTRICT;BEIJING;100876;
999605565;BEIJING UNIVERSITY OF TECHNOLOGY;BUT;;CN;CN;PING-LE-YUAN;BEIJING;100022;
999636896;BELARUSIAN NATIONAL TECHNICAL UNIVERSITY;;;BY;BY;NEZALEZHNASCI PR. 65;MINSK;220013;
998437491;BELARUSSKY GOSUDARSTVENNIY UNIVERSITET INFORMATIKI I RADIOELEKTRONIKI;BSUIR;http://www.bsuir.org.by;BY;BY;P.Brovki 6;MINSK;;
951806972;BELECTRIC OPV GMBH;BEL;;DE26B;DE;WADENBRUNNER STRASSE;KOLITZHEIM;97509;
998174815;BELNET;BELNET;;BE100;BE;Rue de la Science;Brussels;1000;
999846222;BEN GURION UNIVERSITY OF THE NEGEV;BGU;;IL;IL;Office of the President - Main Campus;BEER SHEVA;84105;
989293883;BENHARRAT BOURQUARD KARIMA MYRIAM;IN-SYSTEM;;FR102;FR;RUE DE L ECLUSE;MELUN;77000;
998143387;BEOGRADSKA OTVORENA SKOLA;;;RS;RS;MASARIKOVA STREET 5/16;BEOGRAD;11000;
999618854;BEREDSKABSSTYRELSEN;DEMA;;DK013;DK;DATAVEJ 16;BIRKEROD;;
999658139;BERLIN BRANDENBURGISCHE AKADEMIE DER WISSENSCHAFTEN;BBAW;;DE300;DE;JAEGERSTRASSE 22/23;BERLIN;10117;
999634277;BERLIN HEART GMBH;BH;;DE300;DE;WIESENWEG 10;BERLIN;12247;
999718085;BERLINER NANOTEST UND DESIGN GMBH;NANOTEST;;DE300;DE;VOLMERSTRASSE 7 B;BERLIN;12489;
972636364;BERLINER STADTREINIGUNGSBETRIEBE;BSR;;DE300;DE;RINGBAHNSTRASSE;BERLIN;12103;
999623995;BERNER FACHHOCHSCHULE;;;CH021;CH;HALLERSTRASSE 10;BERN;3012;
996373428;BERNER&MATTNER SYSTEMTECHNIK GMBH;B&M;;DE212;DE;Erwin-von-Kreibig-Str.;Munich;D 80807;
975328405;BERTHOLD VOLLERS GMBH;VOLLERS;;DE501;DE;SPEICHERHOF;BREMEN;28217;
991781836;BESI AUSTRIA GMBH;DATACON;;AT335;AT;INNSTRASSE;RADFELD;6241;
955936359;BETAPOND LIMITED;BETAP;;IE024;IE;ARC LABS CARRIGANORE;WATERFORD;N/A;
969078210;BETHANIEN KRANKENHAUS  GERIATRISCHES ZENTRUM  GEMEINNUTZIGE GMBH;BETHANIEN;;DE125;DE;ROHRBACHER STRASSE;HEIDELBERG;69126;
998963328;BETRIEB FUR INFORMATIONSTECHNOLOGIE BREMERHAVEN BIT WIRTSCHAFTSBETRIEB DER STADT BREMERHAVEN;BIT;;DE502;DE;HINRICH SCHMALFELDT STRASSE;BREMERHAVEN;27524;
990423836;BETTER PLACE LABS ISRAEL LTD;BP;;IL;IL;Ha'amal St.;ROSH HAAYIN;48092;
999758631;BIAS BREMER INSTITUT FUR AGEWANDTESTRAHLTECHNIK GMBH;BIAS;;DE501;DE;KLAGENFURTER STRASSE;BREMEN;28359;
999651155;BIBA  BREMER INSTITUT FUER PRODUKTION UND LOGISTIK GMBH;BIBA;;DE501;DE;HOCHSCHULRING;BREMEN;28359;
952226885;BIBLIOGRAPHIC DATA SERVICES LIMITED;BIBLIOGRAPHIC DATA S;;UKM32;UK;BANKEND ROAD THE CRICHTON ANNANDALE HOUSE;DUMFRIES DUMFRIESSHIRE;DG1 4TA;
994731994;BIBLIOTECA NACIONAL DE ESPANA;BNE;;ES300;ES;Paseo de Recoletos;Madrid;28071;
993861807;BIBLIOTHECA ALEXANDRINA*LIBRARY OFALEXANDRIA BIBALEX;BA;;EG;EG;Chatby;ALEXANDRIA;21526;
999653774;BIBLIOTHEQUE NATIONALE DE FRANCE;BNF;;FR101;FR;QUAI FRANCOIS MAURIAC 11;PARIS;75706;
998955665;BIC LAZIO SPA;BIC LAZIO;;ITI43;IT;VIA CASILINA;ROMA;182;RM
985808479;BICORE SERVICES B V;BIC;;NL414;NL;Science Park Eindhoven 5644;Son;5692 EN;
966904440;BIFLOW SYSTEMS GMBH;BIFLOW;;DED11;DE;TECHNOLOGIE-CAMPUS 1;CHEMNITZ;9126;
999805870;BIGBAND NETWORK LTD;BBND;;IL;IL;3 AZRIELI TOWERS;TEL AVIV;67023;
989842030;BII GROUP HOLDINGS LTD;BII;;CN;CN;Rm 2508, Tower A, Times Fortune Building, No.6 Shuguang Xili;BEIJING;100028;
999622055;BIJO DATA INFORMATIONSSYSTEME GMBH;;;DE26C;DE;SPECKGASSE 6;HOLZKIRCHEN;97292;
956572291;BILBAO EXHIBITION CENTRE SA;BEC;;ES213;ES;CALLE RONDA DE AZKUE;BARAKALDO;48902;
952877852;BILDUNGSBERATUNG TILL BECKER & CO GMBH;BTB;;DE116;DE;BRUNNWEINBERGSTRASSE;WAIBLINGEN;71334;
999923628;BILKENT ÃœNIVERSITESI;BILKENT UNIVERSITY;;TR;TR;Eskisehir Yolu 8. km 8 KM;Bilkent, Ankara;TR-06800;
951759248;BINKZ INCORPORATED;BINKZ;;CA;CA;BOULEVARD CLERMONT;LAVAL DES RAPIDES;H7N 2Z2;
999576950;BIOAGE SRL;BIOAGE;;ITF63;IT;VIA TRENTO 77;LAMEZIA TERME;88046;CZ
993193962;BIOID GMBH;BIOID;;DE254;DE;Bartholomaeusstr;Nuernberg;90489;
997234012;BIOIRC D O O KRAGUJEVAC;BIOIRC;;RS;RS;Sretenjskog ustava 27;Kragujevac;34000;
999805094;BIOKIT S A;BKT;;ES511;ES;CAN MALE;LLIÃ‡A DÂ´AMUNT;8186;
999622443;BIOMEDICAL RESEARCH FOUNDATION, ACADEMY OF ATHENS;BRF;;EL300;GR;Soranou Efesiou;ATHENS;11527;
952849140;BIOMERIS SRL;BIOMERIS;;ITC48;IT;Via Ferrata;PAVIA;27100;PV
990625887;BIOMETRY COM AG;BIO;;CH064;CH;Chilcherlistrasse 1;Alpnach;6055;
997723086;BIOSCI CONSULTING;BC;;BE223;BE;Weg Naar Geneuth 95;Maasmechelen;3631;
999599066;BIOSENSIA LIMITED;NANOCOMMS;;IE025;IE;MARDYKE PARADE;CORK;;
969231955;BIOTRAY SAS;BIOTRAY;;FR716;FR;Jean Baldassini 24;Lyon;69007;
985094171;BIOTRONICS 3D LIMITED;B3D;;UKI;UK;PARK PLACE 1;LONDON;E14 4BE;
951374546;BIRD & BIRD LLP;2B;;UKI11;UK;FETTER LANE;LONDON;EC4A 1JP;
999624480;BIRMINGHAM CITY COUNCIL;BIRM;;UKG31;UK;COUNCIL HOUSE, VICTORIA SQUARE;BIRMINGHAM;B1 1BB;
999858347;BIRZEIT UNIVERSITY;BIT;;PS;PS;;BIRZEIT, WEST BANK;;
951681260;BIS INSTITUT FUR SOZIALFORSCHUNG BERLIN GMBH;BIS;;DE300;DE;BRANDENBURGISCHE STRASSE 16;BERLIN;10707;
999766003;BIT MEDIA E LEARNING SOLUTION GMBH AND CO KG;BIT-MEDIA;;AT130;AT;LEMBOECKSTRASSE 49 B;WIEN;1230;
983150291;BIT&BRAIN TECHNOLOGIES SL;BBT;;ES243;ES;MARIA DE LUNA, NAVE 4;ZARAGOZA;50018;
951464562;BITECIC LIMITED;BITECIC;;UKE42;UK;Icon Business Centre - Park Approach, Thorpe Park;LEEDS;LS15 8GB;
990455846;BITGEAR WIRELESS DESIGN SERVICES DOO;BITG;;RS;RS;GENERALA MIHAJLA NEDELJKOVICA;NOVI BEOGRAD;11070;
993070093;BITMANAGEMENT SOFTWARE GMBH;BIT;;DE21L;DE;Oberlandstrasse;BERG;82335;
951583872;BITMOVIN SOFTWAREENTWICKLUNG OG;BIT;;AT211;AT;Neckheimgasse;KLAGENFURT;9020;
999671719;BIZTONSAGKUTATO MERNOKI IRODA BT;RODS;;HU101;HU;ESZTERGOMI UT 54/B;BUDAPEST;1138;
955448449;BIZZDESIGN ENTERPRISE ARCHITECTURE SOLUTIONS BV;BD;;NL213;NL;CAPITOOL 15;ENSCHEDE;7521 PL;
953747069;BJLGUARSKA ASOTZIATZIYA YELYEKTRICH;BAEPS;;BG412;BG;SREDETS SABORNA;SOFIA;1000;
951577761;BLACK CUBE COLLECTIVE CIC;BCC;;UKM25;UK;MITCHELL STREET SUMMIT HOUSE;EDINBURGH;EH6 7DB;
985188455;BLACKBIRD ROBOTERSYSTEME GMBH;BLACKBIRD;;DE21H;DE;LICHTENBERGSTRASSE;GARCHING;85748;
997756163;BLANKOM DIGITAL;BD;;DE925;DE;TecCenter;Bad Salzdetfurth;31162;
999589172;BLEKINGE TEKNISKA HOGSKOLA;BTH;;SE221;SE;CAMPUS GRÃ„SVIK, VALHALLAVÃ„GEN;KARLSKRONA;SE-371 79;
991840036;BLG LOGISTICS GROUP AG & CO KG;BLG;;DE501;DE;PRASIDENT KENNEDY PLATZ;BREMEN;28203;
998424105;BLOM COMPAGNIA GENERALE RIPRESEAEREE SPA;BLOM / CGR;;ITH52;IT;VIA CREMONESE;PARMA;43100;PR
999576756;BLOM, SISTEMAS GEOESPACIALES, S L U;BLOM;;ES300;ES;CALLE ALCALA 492;MADRID;28027;
963096317;BLOOMBERG LP;BLP;;US;US;LEXINGTON AVENUE;NEW YORK;10022;
959026294;BLU AGE SOFTWARE;BLUAGE;;FR105;FR;RUE JEAN JACQUES ROUSSEAU;SURESNES CEDEX;92150;
